order_date,region,category,revenue,profit,quantity,month,season
2023-06-13,Brazil,Apparel,295,73.75,5,6,Summer
2025-05-04,India,Toys,597,149.25,3,5,Spring
2024-06-09,Canada,Electronics,398,99.5,2,6,Summer
2024-08-27,China,Electronics,199,49.75,1,8,Summer
2024-04-03,Germany,Electronics,2697,674.25,3,4,Spring
2023-11-05,France,Books,80,20.0,1,11,Autumn
2023-04-16,UK,Electronics,4495,1123.75,5,4,Spring
2024-10-08,USA,Sports,149,37.25,1,10,Autumn
2024-04-11,Brazil,Toys,177,44.25,3,4,Spring
2023-09-27,Canada,Books,516,129.0,4,9,Autumn
2024-10-22,Australia,Electronics,1798,449.5,2,10,Autumn
2023-03-11,Japan,Electronics,1145,286.25,5,3,Spring
2025-07-29,Germany,Home & Kitchen,1596,399.0,4,7,Summer
2023-11-19,China,Electronics,1998,499.5,2,11,Autumn
2023-10-19,Australia,Apparel,440,110.0,4,10,Autumn
2023-03-22,China,Electronics,999,249.75,1,3,Spring
2023-05-15,Canada,Toys,597,149.25,3,5,Spring
2024-05-20,France,Apparel,240,60.0,2,5,Spring
2023-01-27,India,Books,129,32.25,1,1,Winter
2023-03-29,Australia,Toys,295,73.75,5,3,Spring
2023-06-03,Australia,Toys,177,44.25,3,6,Summer
2023-03-29,UK,Electronics,899,224.75,1,3,Spring
2023-06-07,UK,Apparel,440,110.0,4,6,Summer
2023-10-31,Brazil,Home & Kitchen,1197,299.25,3,10,Autumn
2024-09-07,Australia,Home & Kitchen,1596,399.0,4,9,Autumn
2023-10-30,USA,Home & Kitchen,396,99.0,4,10,Autumn
2022-10-08,Brazil,Toys,199,49.75,1,10,Autumn
2024-11-01,France,Electronics,999,249.75,1,11,Autumn
2023-02-21,India,Electronics,199,49.75,1,2,Winter
2023-11-14,UK,Electronics,4995,1248.75,5,11,Autumn
2023-11-27,France,Toys,118,29.5,2,11,Autumn
2022-11-04,Australia,Books,387,96.75,3,11,Autumn
2022-12-14,UK,Apparel,480,120.0,4,12,Winter
2024-09-29,Canada,Apparel,550,137.5,5,9,Autumn
2023-04-29,France,Sports,298,74.5,2,4,Spring
2025-06-13,Brazil,Home & Kitchen,99,24.75,1,6,Summer
2023-12-08,China,Toys,597,149.25,3,12,Winter
2025-02-13,Brazil,Sports,50,12.5,2,2,Winter
2024-09-09,USA,Home & Kitchen,798,199.5,2,9,Autumn
2024-09-12,Germany,Apparel,330,82.5,3,9,Autumn
2024-07-10,France,Home & Kitchen,399,99.75,1,7,Summer
2025-04-21,Japan,Toys,177,44.25,3,4,Spring
2023-11-05,Canada,Electronics,796,199.0,4,11,Autumn
2023-02-17,Canada,Toys,295,73.75,5,2,Winter
2023-04-28,India,Sports,25,6.25,1,4,Spring
2023-11-27,India,Apparel,600,150.0,5,11,Autumn
2025-05-14,Australia,Toys,995,248.75,5,5,Spring
2025-06-27,France,Sports,75,18.75,3,6,Summer
2023-08-11,India,Books,387,96.75,3,8,Summer
2025-03-28,Australia,Electronics,3996,999.0,4,3,Spring
2023-08-06,USA,Sports,149,37.25,1,8,Summer
2023-08-25,Japan,Sports,149,37.25,1,8,Summer
2024-02-24,USA,Home & Kitchen,99,24.75,1,2,Winter
2023-05-12,Canada,Electronics,899,224.75,1,5,Spring
2025-04-19,Germany,Electronics,2697,674.25,3,4,Spring
2024-09-13,UK,Home & Kitchen,798,199.5,2,9,Autumn
2024-11-19,Canada,Home & Kitchen,798,199.5,2,11,Autumn
2022-08-25,Australia,Apparel,360,90.0,3,8,Summer
2023-09-19,China,Toys,199,49.75,1,9,Autumn
2024-12-24,Brazil,Sports,596,149.0,4,12,Winter
2023-03-12,Japan,Toys,597,149.25,3,3,Spring
2025-02-05,Australia,Electronics,995,248.75,5,2,Winter
2024-06-09,Germany,Electronics,3996,999.0,4,6,Summer
2025-05-14,Japan,Home & Kitchen,399,99.75,1,5,Spring
2025-05-05,India,Electronics,995,248.75,5,5,Spring
2023-08-21,Australia,Toys,199,49.75,1,8,Summer
2023-12-22,USA,Books,258,64.5,2,12,Winter
2025-02-22,Canada,Toys,295,73.75,5,2,Winter
2024-06-21,India,Books,387,96.75,3,6,Summer
2024-09-13,India,Apparel,330,82.5,3,9,Autumn
2025-06-12,China,Apparel,550,137.5,5,6,Summer
2023-08-02,Germany,Toys,236,59.0,4,8,Summer
2025-04-03,Brazil,Sports,50,12.5,2,4,Spring
2025-05-20,Japan,Sports,50,12.5,2,5,Spring
2024-08-19,Brazil,Sports,149,37.25,1,8,Summer
2023-12-22,India,Apparel,118,29.5,2,12,Winter
2022-09-29,Canada,Toys,796,199.0,4,9,Autumn
2024-04-12,India,Sports,298,74.5,2,4,Spring
2023-04-24,UK,Toys,295,73.75,5,4,Spring
2025-04-24,UK,Toys,177,44.25,3,4,Spring
2025-05-04,Australia,Apparel,330,82.5,3,5,Spring
2024-06-13,China,Books,240,60.0,3,6,Summer
2023-10-05,China,Home & Kitchen,1197,299.25,3,10,Autumn
2023-10-22,USA,Home & Kitchen,1596,399.0,4,10,Autumn
2023-07-10,China,Books,80,20.0,1,7,Summer
2024-04-13,USA,Sports,125,31.25,5,4,Spring
2024-05-05,Japan,Toys,236,59.0,4,5,Spring
2023-08-19,India,Sports,298,74.5,2,8,Summer
2025-04-08,China,Apparel,600,150.0,5,4,Spring
2023-04-01,India,Electronics,916,229.0,4,4,Spring
2024-02-29,India,Books,160,40.0,2,2,Winter
2025-08-06,France,Home & Kitchen,495,123.75,5,8,Summer
2023-04-21,Canada,Sports,298,74.5,2,4,Spring
2024-03-24,Brazil,Apparel,330,82.5,3,3,Spring
2023-09-04,Canada,Sports,25,6.25,1,9,Autumn
2023-06-28,Canada,Books,516,129.0,4,6,Summer
2025-03-01,UK,Toys,796,199.0,4,3,Spring
2024-05-11,Brazil,Toys,796,199.0,4,5,Spring
2022-12-29,Japan,Toys,59,14.75,1,12,Winter
2023-06-28,Japan,Books,387,96.75,3,6,Summer
2023-12-20,India,Toys,118,29.5,2,12,Winter
2024-04-06,USA,Books,320,80.0,4,4,Spring
2024-02-18,France,Toys,597,149.25,3,2,Winter
2022-10-12,USA,Electronics,999,249.75,1,10,Autumn
2025-02-15,France,Sports,745,186.25,5,2,Winter
2024-07-04,Australia,Toys,236,59.0,4,7,Summer
2024-03-10,Japan,Sports,25,6.25,1,3,Spring
2022-12-05,France,Home & Kitchen,1596,399.0,4,12,Winter
2024-09-14,Australia,Books,129,32.25,1,9,Autumn
2024-10-09,Australia,Apparel,600,150.0,5,10,Autumn
2024-08-26,France,Apparel,236,59.0,4,8,Summer
2023-11-30,China,Toys,398,99.5,2,11,Autumn
2024-12-27,Japan,Sports,447,111.75,3,12,Winter
2023-06-11,Brazil,Sports,298,74.5,2,6,Summer
2022-12-25,China,Apparel,480,120.0,4,12,Winter
2022-08-25,Canada,Electronics,4495,1123.75,5,8,Summer
2024-05-17,Japan,Toys,295,73.75,5,5,Spring
2024-12-14,France,Electronics,398,99.5,2,12,Winter
2024-06-01,India,Sports,50,12.5,2,6,Summer
2023-06-23,Australia,Books,240,60.0,3,6,Summer
2024-08-07,USA,Books,320,80.0,4,8,Summer
2025-07-23,Canada,Apparel,330,82.5,3,7,Summer
2024-02-06,France,Sports,149,37.25,1,2,Winter
2025-02-04,Australia,Electronics,999,249.75,1,2,Winter
2024-05-29,UK,Apparel,236,59.0,4,5,Spring
2022-09-28,UK,Sports,447,111.75,3,9,Autumn
2025-08-05,China,Apparel,110,27.5,1,8,Summer
2025-03-14,India,Books,516,129.0,4,3,Spring
2023-05-27,China,Apparel,110,27.5,1,5,Spring
2023-11-21,Germany,Apparel,220,55.0,2,11,Autumn
2024-06-05,UK,Toys,295,73.75,5,6,Summer
2023-06-30,Canada,Toys,59,14.75,1,6,Summer
2023-05-07,USA,Books,258,64.5,2,5,Spring
2025-04-16,Germany,Electronics,796,199.0,4,4,Spring
2024-07-04,UK,Apparel,550,137.5,5,7,Summer
2025-08-05,Brazil,Electronics,916,229.0,4,8,Summer
2025-01-10,UK,Apparel,177,44.25,3,1,Winter
2025-04-28,UK,Toys,236,59.0,4,4,Spring
2023-03-25,USA,Apparel,550,137.5,5,3,Spring
2024-10-10,India,Apparel,118,29.5,2,10,Autumn
2024-05-02,USA,Electronics,995,248.75,5,5,Spring
2025-04-08,Australia,Home & Kitchen,1995,498.75,5,4,Spring
2023-08-02,Canada,Apparel,330,82.5,3,8,Summer
2022-09-20,Brazil,Books,516,129.0,4,9,Autumn
2025-07-07,China,Books,129,32.25,1,7,Summer
2023-11-05,Australia,Electronics,796,199.0,4,11,Autumn
2023-06-27,Germany,Books,129,32.25,1,6,Summer
2025-07-03,Germany,Books,645,161.25,5,7,Summer
2025-06-18,Japan,Toys,177,44.25,3,6,Summer
2024-01-01,Germany,Sports,298,74.5,2,1,Winter
2023-11-17,UK,Books,516,129.0,4,11,Autumn
2024-07-29,Brazil,Home & Kitchen,399,99.75,1,7,Summer
2024-09-27,India,Books,320,80.0,4,9,Autumn
2025-08-10,USA,Electronics,2997,749.25,3,8,Summer
2024-02-05,USA,Sports,298,74.5,2,2,Winter
2023-10-03,Brazil,Home & Kitchen,798,199.5,2,10,Autumn
2024-01-16,India,Electronics,199,49.75,1,1,Winter
2022-10-18,USA,Apparel,330,82.5,3,10,Autumn
2025-08-04,China,Apparel,550,137.5,5,8,Summer
2023-02-12,UK,Sports,75,18.75,3,2,Winter
2024-02-02,France,Sports,447,111.75,3,2,Winter
2024-01-04,Japan,Electronics,3996,999.0,4,1,Winter
2023-11-17,China,Home & Kitchen,399,99.75,1,11,Autumn
2023-02-06,Australia,Electronics,687,171.75,3,2,Winter
2024-05-06,USA,Sports,100,25.0,4,5,Spring
2023-09-11,UK,Sports,100,25.0,4,9,Autumn
2024-12-14,China,Electronics,3596,899.0,4,12,Winter
2024-02-05,UK,Home & Kitchen,99,24.75,1,2,Winter
2024-03-16,Australia,Home & Kitchen,495,123.75,5,3,Spring
2023-02-07,Brazil,Books,258,64.5,2,2,Winter
2025-06-08,Japan,Electronics,597,149.25,3,6,Summer
2023-11-05,USA,Apparel,118,29.5,2,11,Autumn
2024-05-11,Canada,Electronics,4995,1248.75,5,5,Spring
2024-07-30,Brazil,Electronics,1798,449.5,2,7,Summer
2024-04-28,Germany,Apparel,440,110.0,4,4,Spring
2023-04-24,China,Electronics,899,224.75,1,4,Spring
2023-06-24,France,Sports,447,111.75,3,6,Summer
2023-01-07,Brazil,Toys,118,29.5,2,1,Winter
2023-10-22,India,Toys,295,73.75,5,10,Autumn
2024-08-05,Australia,Apparel,240,60.0,2,8,Summer
2023-10-26,Australia,Toys,398,99.5,2,10,Autumn
2024-06-24,India,Sports,50,12.5,2,6,Summer
2024-06-16,UK,Electronics,229,57.25,1,6,Summer
2023-02-07,UK,Electronics,1798,449.5,2,2,Winter
2024-02-12,USA,Apparel,59,14.75,1,2,Winter
2023-09-04,USA,Sports,149,37.25,1,9,Autumn
2023-01-26,USA,Apparel,295,73.75,5,1,Winter
2025-06-12,Canada,Apparel,118,29.5,2,6,Summer
2023-10-20,India,Electronics,398,99.5,2,10,Autumn
2023-01-22,France,Sports,75,18.75,3,1,Winter
2023-11-20,Japan,Electronics,1798,449.5,2,11,Autumn
2024-09-15,Australia,Books,258,64.5,2,9,Autumn
2022-11-08,Australia,Electronics,458,114.5,2,11,Autumn
2024-12-28,Australia,Books,258,64.5,2,12,Winter
2024-06-11,France,Apparel,120,30.0,1,6,Summer
2024-08-15,UK,Electronics,995,248.75,5,8,Summer
2023-11-04,Canada,Books,160,40.0,2,11,Autumn
2023-04-22,Japan,Apparel,440,110.0,4,4,Spring
2022-10-04,France,Apparel,330,82.5,3,10,Autumn
2024-05-09,China,Home & Kitchen,1596,399.0,4,5,Spring
2024-05-25,China,Sports,596,149.0,4,5,Spring
2023-10-27,Canada,Electronics,687,171.75,3,10,Autumn
2025-07-16,Germany,Toys,59,14.75,1,7,Summer
2022-11-15,USA,Apparel,295,73.75,5,11,Autumn
2023-05-01,India,Electronics,229,57.25,1,5,Spring
2025-06-03,France,Sports,75,18.75,3,6,Summer
2022-09-15,Germany,Sports,298,74.5,2,9,Autumn
2023-07-16,Australia,Sports,149,37.25,1,7,Summer
2022-11-27,China,Toys,59,14.75,1,11,Autumn
2024-12-03,Canada,Sports,100,25.0,4,12,Winter
2023-05-21,India,Home & Kitchen,399,99.75,1,5,Spring
2023-11-30,India,Books,320,80.0,4,11,Autumn
2025-04-04,Brazil,Books,387,96.75,3,4,Spring
2025-06-06,Canada,Apparel,59,14.75,1,6,Summer
2024-12-12,UK,Home & Kitchen,1995,498.75,5,12,Winter
2023-01-04,Brazil,Electronics,199,49.75,1,1,Winter
2025-07-21,India,Sports,75,18.75,3,7,Summer
2024-07-12,Japan,Home & Kitchen,1197,299.25,3,7,Summer
2023-09-13,USA,Electronics,4995,1248.75,5,9,Autumn
2025-02-21,Brazil,Books,645,161.25,5,2,Winter
2024-10-16,France,Apparel,240,60.0,2,10,Autumn
2024-04-20,Germany,Apparel,480,120.0,4,4,Spring
2024-11-17,UK,Electronics,398,99.5,2,11,Autumn
2022-12-02,India,Apparel,177,44.25,3,12,Winter
2022-11-22,USA,Books,516,129.0,4,11,Autumn
2024-01-20,China,Apparel,360,90.0,3,1,Winter
2022-09-08,Australia,Home & Kitchen,495,123.75,5,9,Autumn
2023-04-11,India,Books,80,20.0,1,4,Spring
2024-02-21,UK,Electronics,597,149.25,3,2,Winter
2023-08-11,Australia,Apparel,550,137.5,5,8,Summer
2023-01-26,USA,Apparel,240,60.0,2,1,Winter
2024-02-13,Australia,Home & Kitchen,495,123.75,5,2,Winter
2025-01-09,USA,Books,645,161.25,5,1,Winter
2023-12-18,UK,Toys,236,59.0,4,12,Winter
2024-06-29,India,Books,240,60.0,3,6,Summer
2024-04-10,Australia,Home & Kitchen,1995,498.75,5,4,Spring
2025-01-19,Australia,Home & Kitchen,798,199.5,2,1,Winter
2022-12-24,India,Apparel,440,110.0,4,12,Winter
2024-08-11,India,Apparel,360,90.0,3,8,Summer
2024-06-28,India,Books,645,161.25,5,6,Summer
2024-04-27,India,Home & Kitchen,297,74.25,3,4,Spring
2023-02-10,Australia,Home & Kitchen,1596,399.0,4,2,Winter
2022-10-02,China,Toys,177,44.25,3,10,Autumn
2025-07-10,Australia,Electronics,995,248.75,5,7,Summer
2022-10-18,Japan,Sports,745,186.25,5,10,Autumn
2023-05-14,Brazil,Home & Kitchen,396,99.0,4,5,Spring
2023-03-23,UK,Electronics,3996,999.0,4,3,Spring
2025-03-16,Germany,Apparel,480,120.0,4,3,Spring
2022-12-06,India,Home & Kitchen,297,74.25,3,12,Winter
2024-09-09,Brazil,Sports,596,149.0,4,9,Autumn
2024-11-23,China,Electronics,899,224.75,1,11,Autumn
2023-03-28,France,Home & Kitchen,297,74.25,3,3,Spring
2023-11-24,Germany,Toys,597,149.25,3,11,Autumn
2023-06-21,France,Electronics,999,249.75,1,6,Summer
2023-09-13,Japan,Electronics,995,248.75,5,9,Autumn
2023-02-06,France,Electronics,458,114.5,2,2,Winter
2022-11-02,India,Books,80,20.0,1,11,Autumn
2024-11-11,Canada,Apparel,295,73.75,5,11,Autumn
2023-01-06,UK,Home & Kitchen,396,99.0,4,1,Winter
2024-12-23,Canada,Apparel,120,30.0,1,12,Winter
2022-12-12,France,Electronics,398,99.5,2,12,Winter
2023-08-27,China,Electronics,3596,899.0,4,8,Summer
2024-09-07,Australia,Apparel,236,59.0,4,9,Autumn
2023-01-04,Canada,Apparel,480,120.0,4,1,Winter
2025-06-11,Brazil,Toys,199,49.75,1,6,Summer
2023-01-12,USA,Toys,796,199.0,4,1,Winter
2024-06-05,China,Apparel,550,137.5,5,6,Summer
2023-03-21,India,Electronics,229,57.25,1,3,Spring
2024-12-09,India,Electronics,796,199.0,4,12,Winter
2023-07-24,Germany,Home & Kitchen,798,199.5,2,7,Summer
2025-04-04,Japan,Apparel,480,120.0,4,4,Spring
2023-05-21,Australia,Books,160,40.0,2,5,Spring
2025-03-29,India,Home & Kitchen,99,24.75,1,3,Spring
2023-01-27,UK,Electronics,3996,999.0,4,1,Winter
2022-12-16,France,Books,400,100.0,5,12,Winter
2024-12-30,Brazil,Apparel,118,29.5,2,12,Winter
2023-02-26,UK,Apparel,550,137.5,5,2,Winter
2025-02-08,France,Sports,745,186.25,5,2,Winter
2023-10-16,Germany,Apparel,330,82.5,3,10,Autumn
2024-07-04,China,Toys,199,49.75,1,7,Summer
2023-10-19,Germany,Books,258,64.5,2,10,Autumn
2023-05-26,Germany,Apparel,240,60.0,2,5,Spring
2023-09-09,Brazil,Books,258,64.5,2,9,Autumn
2023-04-03,USA,Electronics,1998,499.5,2,4,Spring
2025-06-04,China,Apparel,480,120.0,4,6,Summer
2023-11-05,China,Apparel,59,14.75,1,11,Autumn
2023-06-27,France,Books,160,40.0,2,6,Summer
2023-10-24,Japan,Home & Kitchen,1995,498.75,5,10,Autumn
2023-07-08,France,Toys,597,149.25,3,7,Summer
2023-11-25,UK,Toys,398,99.5,2,11,Autumn
2025-06-17,France,Apparel,120,30.0,1,6,Summer
2024-10-03,China,Home & Kitchen,1995,498.75,5,10,Autumn
2025-01-15,Australia,Electronics,899,224.75,1,1,Winter
2023-05-25,Japan,Electronics,458,114.5,2,5,Spring
2023-06-30,India,Apparel,110,27.5,1,6,Summer
2023-06-06,India,Electronics,458,114.5,2,6,Summer
2024-04-03,Japan,Electronics,3596,899.0,4,4,Spring
2024-04-04,India,Home & Kitchen,297,74.25,3,4,Spring
2023-05-10,Japan,Books,320,80.0,4,5,Spring
2022-11-06,China,Toys,236,59.0,4,11,Autumn
2023-07-15,Brazil,Apparel,110,27.5,1,7,Summer
2022-12-06,UK,Apparel,177,44.25,3,12,Winter
2024-01-04,France,Electronics,899,224.75,1,1,Winter
2024-06-14,USA,Home & Kitchen,1596,399.0,4,6,Summer
2023-03-26,India,Books,129,32.25,1,3,Spring
2024-02-28,Australia,Apparel,220,55.0,2,2,Winter
2025-07-12,Canada,Electronics,398,99.5,2,7,Summer
2023-09-22,USA,Electronics,3596,899.0,4,9,Autumn
2024-02-06,India,Apparel,240,60.0,2,2,Winter
2024-07-13,Brazil,Apparel,295,73.75,5,7,Summer
2024-01-20,France,Books,400,100.0,5,1,Winter
2022-09-06,France,Electronics,1798,449.5,2,9,Autumn
2024-11-16,Australia,Sports,75,18.75,3,11,Autumn
2025-07-30,India,Electronics,899,224.75,1,7,Summer
2024-10-29,India,Apparel,236,59.0,4,10,Autumn
2024-10-29,Japan,Toys,398,99.5,2,10,Autumn
2023-05-12,Australia,Electronics,999,249.75,1,5,Spring
2024-01-19,France,Electronics,4495,1123.75,5,1,Winter
2024-10-17,Brazil,Electronics,229,57.25,1,10,Autumn
2025-03-09,France,Electronics,2997,749.25,3,3,Spring
2023-09-03,Canada,Electronics,999,249.75,1,9,Autumn
2024-08-05,Brazil,Toys,597,149.25,3,8,Summer
2024-11-25,Brazil,Apparel,59,14.75,1,11,Autumn
2022-09-23,Canada,Home & Kitchen,399,99.75,1,9,Autumn
2023-05-10,Germany,Sports,447,111.75,3,5,Spring
2025-03-22,UK,Apparel,330,82.5,3,3,Spring
2023-02-13,China,Apparel,480,120.0,4,2,Winter
2025-07-04,India,Toys,236,59.0,4,7,Summer
2025-01-04,France,Apparel,360,90.0,3,1,Winter
2024-01-01,UK,Electronics,1798,449.5,2,1,Winter
2024-06-07,Brazil,Electronics,999,249.75,1,6,Summer
2023-05-24,China,Electronics,1145,286.25,5,5,Spring
2023-05-01,Canada,Home & Kitchen,297,74.25,3,5,Spring
2023-04-18,China,Toys,59,14.75,1,4,Spring
2024-05-15,India,Sports,149,37.25,1,5,Spring
2024-11-12,France,Apparel,330,82.5,3,11,Autumn
2023-10-20,France,Home & Kitchen,798,199.5,2,10,Autumn
2025-08-20,Brazil,Electronics,398,99.5,2,8,Summer
2023-11-05,Canada,Books,80,20.0,1,11,Autumn
2024-08-24,China,Electronics,3596,899.0,4,8,Summer
2022-10-21,France,Electronics,199,49.75,1,10,Autumn
2024-05-15,Germany,Apparel,177,44.25,3,5,Spring
2023-01-13,Australia,Sports,298,74.5,2,1,Winter
2024-09-20,India,Electronics,3596,899.0,4,9,Autumn
2025-02-17,France,Sports,745,186.25,5,2,Winter
2025-07-21,China,Sports,50,12.5,2,7,Summer
2023-05-11,Australia,Sports,25,6.25,1,5,Spring
2023-05-21,Australia,Apparel,59,14.75,1,5,Spring
2025-03-08,India,Apparel,59,14.75,1,3,Spring
2024-12-02,USA,Books,160,40.0,2,12,Winter
2025-05-24,Canada,Apparel,295,73.75,5,5,Spring
2025-08-03,France,Electronics,999,249.75,1,8,Summer
2024-12-17,Germany,Apparel,440,110.0,4,12,Winter
2025-02-15,USA,Sports,100,25.0,4,2,Winter
2024-07-12,Canada,Sports,596,149.0,4,7,Summer
2024-10-28,USA,Sports,25,6.25,1,10,Autumn
2024-05-26,Germany,Books,80,20.0,1,5,Spring
2024-03-05,China,Electronics,995,248.75,5,3,Spring
2023-04-25,USA,Books,645,161.25,5,4,Spring
2024-05-07,UK,Sports,447,111.75,3,5,Spring
2023-09-21,UK,Books,80,20.0,1,9,Autumn
2022-10-11,China,Home & Kitchen,297,74.25,3,10,Autumn
2022-09-03,USA,Apparel,59,14.75,1,9,Autumn
2023-11-05,Australia,Sports,447,111.75,3,11,Autumn
2025-04-01,India,Home & Kitchen,1596,399.0,4,4,Spring
2023-11-20,France,Sports,100,25.0,4,11,Autumn
2024-05-07,Brazil,Electronics,2997,749.25,3,5,Spring
2024-04-09,China,Toys,796,199.0,4,4,Spring
2023-09-14,Germany,Books,129,32.25,1,9,Autumn
2023-09-20,Brazil,Toys,995,248.75,5,9,Autumn
2025-03-23,Australia,Electronics,999,249.75,1,3,Spring
2023-02-07,Japan,Electronics,2997,749.25,3,2,Winter
2022-11-10,Japan,Apparel,120,30.0,1,11,Autumn
2023-05-22,Japan,Sports,25,6.25,1,5,Spring
2024-05-17,Canada,Toys,597,149.25,3,5,Spring
2023-12-09,Brazil,Electronics,458,114.5,2,12,Winter
2025-03-28,Japan,Books,80,20.0,1,3,Spring
2025-03-27,Germany,Electronics,3596,899.0,4,3,Spring
2024-05-13,China,Home & Kitchen,198,49.5,2,5,Spring
2023-10-11,Germany,Electronics,1798,449.5,2,10,Autumn
2022-10-18,UK,Electronics,4995,1248.75,5,10,Autumn
2023-02-26,Australia,Toys,177,44.25,3,2,Winter
2023-09-20,India,Toys,295,73.75,5,9,Autumn
2025-06-12,France,Home & Kitchen,297,74.25,3,6,Summer
2023-03-08,Japan,Apparel,236,59.0,4,3,Spring
2024-01-07,UK,Books,400,100.0,5,1,Winter
2024-04-14,Germany,Home & Kitchen,99,24.75,1,4,Spring
2023-06-11,Australia,Toys,59,14.75,1,6,Summer
2024-09-04,Australia,Books,320,80.0,4,9,Autumn
2025-08-12,India,Books,160,40.0,2,8,Summer
2023-03-21,Canada,Home & Kitchen,1596,399.0,4,3,Spring
2025-04-20,Japan,Home & Kitchen,297,74.25,3,4,Spring
2024-03-21,China,Books,129,32.25,1,3,Spring
2022-12-04,Japan,Home & Kitchen,1995,498.75,5,12,Winter
2023-04-27,Brazil,Apparel,360,90.0,3,4,Spring
2025-05-11,Germany,Books,400,100.0,5,5,Spring
2024-06-28,Canada,Electronics,899,224.75,1,6,Summer
2025-08-02,Japan,Books,516,129.0,4,8,Summer
2024-05-01,France,Books,80,20.0,1,5,Spring
2023-12-01,Australia,Electronics,597,149.25,3,12,Winter
2023-08-29,Germany,Electronics,899,224.75,1,8,Summer
2023-09-03,Australia,Home & Kitchen,399,99.75,1,9,Autumn
2024-09-02,Australia,Apparel,600,150.0,5,9,Autumn
2023-09-25,USA,Electronics,199,49.75,1,9,Autumn
2023-05-06,Japan,Sports,298,74.5,2,5,Spring
2024-04-25,India,Apparel,236,59.0,4,4,Spring
2023-02-26,UK,Apparel,600,150.0,5,2,Winter
2024-12-30,Australia,Sports,596,149.0,4,12,Winter
2022-09-30,China,Books,258,64.5,2,9,Autumn
2025-01-23,Canada,Toys,995,248.75,5,1,Winter
2022-09-18,Brazil,Apparel,360,90.0,3,9,Autumn
2023-12-29,Japan,Electronics,995,248.75,5,12,Winter
2024-08-15,Brazil,Books,387,96.75,3,8,Summer
2023-05-22,USA,Apparel,177,44.25,3,5,Spring
2023-03-02,Australia,Toys,199,49.75,1,3,Spring
2023-07-30,UK,Electronics,2697,674.25,3,7,Summer
2023-05-16,France,Sports,25,6.25,1,5,Spring
2023-12-20,France,Apparel,330,82.5,3,12,Winter
2025-08-20,China,Apparel,177,44.25,3,8,Summer
2022-11-11,Australia,Home & Kitchen,1197,299.25,3,11,Autumn
2025-08-08,France,Home & Kitchen,798,199.5,2,8,Summer
2024-02-12,Australia,Apparel,330,82.5,3,2,Winter
2024-10-28,Japan,Toys,177,44.25,3,10,Autumn
2025-05-10,Brazil,Books,387,96.75,3,5,Spring
2024-11-14,Japan,Apparel,550,137.5,5,11,Autumn
2023-10-26,India,Toys,236,59.0,4,10,Autumn
2023-11-10,India,Toys,236,59.0,4,11,Autumn
2023-11-20,India,Electronics,597,149.25,3,11,Autumn
2023-10-31,Australia,Books,387,96.75,3,10,Autumn
2024-12-05,Brazil,Books,400,100.0,5,12,Winter
2023-05-09,India,Sports,149,37.25,1,5,Spring
2023-08-29,Brazil,Apparel,360,90.0,3,8,Summer
2023-02-23,Japan,Electronics,687,171.75,3,2,Winter
2023-12-29,Canada,Home & Kitchen,99,24.75,1,12,Winter
2022-10-24,Japan,Apparel,177,44.25,3,10,Autumn
2024-01-02,Japan,Home & Kitchen,798,199.5,2,1,Winter
2024-12-04,UK,Apparel,220,55.0,2,12,Winter
2025-02-27,Japan,Sports,25,6.25,1,2,Winter
2022-09-04,China,Home & Kitchen,297,74.25,3,9,Autumn
2025-04-02,Canada,Sports,125,31.25,5,4,Spring
2024-08-01,UK,Books,129,32.25,1,8,Summer
2023-04-12,UK,Home & Kitchen,798,199.5,2,4,Spring
2024-04-16,Japan,Apparel,295,73.75,5,4,Spring
2024-01-07,France,Toys,177,44.25,3,1,Winter
2025-02-11,Japan,Apparel,295,73.75,5,2,Winter
2024-09-05,UK,Sports,447,111.75,3,9,Autumn
2023-02-26,India,Books,387,96.75,3,2,Winter
2022-10-29,UK,Sports,596,149.0,4,10,Autumn
2023-05-14,China,Home & Kitchen,495,123.75,5,5,Spring
2024-08-26,Japan,Sports,596,149.0,4,8,Summer
2024-06-04,Australia,Electronics,229,57.25,1,6,Summer
2024-10-22,India,Sports,745,186.25,5,10,Autumn
2023-02-08,Brazil,Home & Kitchen,1197,299.25,3,2,Winter
2024-12-06,France,Books,516,129.0,4,12,Winter
2024-03-31,Australia,Home & Kitchen,396,99.0,4,3,Spring
2024-03-15,France,Books,645,161.25,5,3,Spring
2024-12-14,Australia,Apparel,110,27.5,1,12,Winter
2023-06-27,Germany,Apparel,177,44.25,3,6,Summer
2023-06-01,Brazil,Apparel,120,30.0,1,6,Summer
2024-09-19,China,Electronics,899,224.75,1,9,Autumn
2024-03-07,Japan,Toys,236,59.0,4,3,Spring
2025-04-09,Brazil,Home & Kitchen,99,24.75,1,4,Spring
2023-04-14,Germany,Toys,59,14.75,1,4,Spring
2025-03-24,China,Toys,295,73.75,5,3,Spring
2022-12-31,USA,Home & Kitchen,399,99.75,1,12,Winter
2025-03-30,France,Sports,447,111.75,3,3,Spring
2025-03-11,UK,Electronics,1798,449.5,2,3,Spring
2024-12-28,Australia,Apparel,550,137.5,5,12,Winter
2025-07-22,France,Home & Kitchen,396,99.0,4,7,Summer
2023-02-11,China,Apparel,600,150.0,5,2,Winter
2022-08-25,USA,Books,516,129.0,4,8,Summer
2022-08-27,USA,Sports,298,74.5,2,8,Summer
